Date,cumulative_strategy,cumulative_benchmark
2023-06-26,1.0,1.0292851226613777
2023-06-27,1.0156243169386718,1.0453669996380988
2023-06-28,1.0236832024850837,1.0536618906362512
2023-06-29,1.0242676992124469,1.0542635044219704
2023-06-30,1.0148659320283548,1.0445864053326583
2023-07-03,1.0148659320283548,1.0407579161301965
2023-07-05,1.0090826890139337,1.0466887053686664
2023-07-06,1.0090826890139337,1.070046884874162
2023-07-07,1.0335059612057282,1.0959457003149478
2023-07-10,1.06005190902398,1.1240954338087505
2023-07-11,1.0876847670080207,1.153397743647092
2023-07-12,1.1104397326124125,1.1775274609888804
2023-07-13,1.1165532715333668,1.1840103521821845
2023-07-14,1.1165532715333668,1.1921360115487876
2023-07-17,1.1165532715333668,1.2005311941815042
2023-07-18,1.1165532715333668,1.2038204744680816
2023-07-19,1.1165532715333668,1.2040919927383793
2023-07-20,1.1165532715333668,1.2047664201458606
2023-07-21,1.1165532715333668,1.216953976113658
2023-07-24,1.1249666501669424,1.2261238875202305
2023-07-25,1.1249666501669424,1.228612402467762
2023-07-26,1.1381112424150124,1.2142567688505665
2023-07-27,1.1470206713992166,1.204751253003357
2023-07-28,1.1731039929471776,1.1773551344320483
2023-07-31,1.1911314582550077,1.1592623404695568
2023-08-01,1.2112624546237336,1.1396699555949417
2023-08-02,1.223521683311787,1.128135317035636
2023-08-03,1.232506731216686,1.1198507479879205
2023-08-04,1.236354499288066,1.1163546811156813
2023-08-07,1.2442129113980693,1.1092590017209851
2023-08-08,1.2442129113980693,1.0940921037865008
2023-08-09,1.261863580131646,1.0785710807276274
2023-08-10,1.2896686153795291,1.0548048770038854
2023-08-11,1.3169234940182994,1.032513430528805
2023-08-14,1.343307660476362,1.0118273342255688
2023-08-15,1.3585361465462287,1.0003566943135622
2023-08-16,1.3487643992392329,1.0075521103932485
2023-08-17,1.3487643992392329,1.0089238811471244
2023-08-18,1.3598762393399875,1.0172359339025672
2023-08-21,1.3702427589501394,1.0249904603454074
2023-08-22,1.404621042199323,1.0507066424914557
2023-08-23,1.4295914356502757,1.0693853874883699
2023-08-24,1.4724990386690484,1.1014818050634765
2023-08-25,1.5092838774151447,1.1289981765632107
2023-08-28,1.530908744637272,1.1451743486058197
2023-08-29,1.5199655216687997,1.1369884274799085
2023-08-30,1.498510336803046,1.1209391838924478
2023-08-31,1.5151886452647094,1.108463214246747
2023-09-01,1.5151886452647094,1.101514087429257
2023-09-05,1.5151886452647094,1.0929578200073244
2023-09-06,1.5145236080076503,1.093437534314167
2023-09-07,1.5145236080076503,1.106692980071191
2023-09-08,1.5120873142885993,1.1049127310595483
2023-09-11,1.5120873142885993,1.0965583650007682
2023-09-12,1.5181702665939374,1.0921470375785436
2023-09-13,1.5403406917185538,1.0761979937495991
2023-09-14,1.600209240629183,1.034369317423173
2023-09-15,1.6470469711448563,1.004093582154891
2023-09-18,1.6899804272466679,0.9779199462557322
2023-09-19,1.7547892448322482,0.9404178341671063
2023-09-20,1.8056887457050674,0.9131400294324533
2023-09-21,1.8183243152942774,0.906750199283691
2023-09-22,1.8183243152942774,0.9000314722949598
2023-09-25,1.7977618513227764,0.8898534943805595
2023-09-26,1.7977618513227764,0.8806750449429155
2023-09-27,1.7977618513227764,0.8784582159742288
2023-09-28,1.7977618513227764,0.8699773866292257
2023-09-29,1.78918812138505,0.8741264073459575
2023-10-02,1.78918812138505,0.8837617182739974
2023-10-03,1.843670287482839,0.9106729480940333
2023-10-04,1.8926187100298715,0.9348508092702408
2023-10-05,1.9332517153656912,0.9549213061537222
2023-10-06,1.9419026792104637,0.9591944122518467
2023-10-09,1.9589089737730847,0.9675945977463162
2023-10-10,1.9656330642664501,0.9709159331035206
2023-10-11,1.9376324227136585,0.9570851375624051
2023-10-12,1.9695326614111974,0.9413281529123709
2023-10-13,2.0166889987539944,0.9187900204920626
2023-10-16,2.0888928714338104,0.8858944189887656
2023-10-17,2.1488484788405104,0.8604673907696403
2023-10-18,2.212513120455427,0.8349740399847442
2023-10-19,2.2853171211986845,0.8074987450065443
2023-10-20,2.3430917072976314,0.7870845515734237
2023-10-23,2.3709953003034157,0.777711257766851
2023-10-24,2.34092003536933,0.7678462562982417
2023-10-25,2.369485549663247,0.7772160437657395
2023-10-26,2.4728905223674915,0.8111339563701524
2023-10-27,2.6176168248454763,0.8586056973380469
2023-10-30,2.742730220152075,0.8996441996138315
2023-10-31,2.8634449375655335,0.9392398895329876
2023-11-01,2.9613646966026015,0.9713585946823399
2023-11-02,2.981645601109601,0.9780109434874048
2023-11-03,3.0205725332651423,0.9907793843880749
2023-11-06,3.0520996955509614,1.0011206233740764
2023-11-07,3.1338818386374543,1.0279460217013214
2023-11-08,3.2197587325982786,1.0561145411441208
2023-11-09,3.3389180850894444,1.0952000551005292
2023-11-10,3.4136178961057615,1.1197023744315762
2023-11-13,3.5187219992089993,1.1541776195788
2023-11-14,3.551978132364135,1.165085979093993
2023-11-15,3.5943697000487913,1.1789908566863372
2023-11-16,3.6351108491608883,1.192354379724439
2023-11-17,3.664431710262821,1.2019719288454656
2023-11-20,3.6704837255497353,1.2039570531602242
2023-11-21,3.6805048563905958,1.2072440888913767
2023-11-22,3.6805048563905958,1.2102060675735842
2023-11-24,3.708992568340779,1.2195732612599444
2023-11-27,3.7247641667611093,1.2247592030935697
2023-11-28,3.734814353644666,1.2280638576508405
2023-11-29,3.7337964515165614,1.2277291559238506
2023-11-30,3.7337964515165614,1.2325107467500602
2023-12-01,3.741711790395621,1.2351235673361014
2023-12-04,3.7848296509465236,1.2493565945500709
2023-12-05,3.848241915772126,1.270288720574662
2023-12-06,3.9816810922379258,1.3143364401456565
2023-12-07,4.09799891868042,1.3527324729745893
2023-12-08,4.20019129321067,1.3864657526217112
2023-12-11,4.307521424927434,1.4218949846403126
2023-12-12,4.42316591895887,1.4600687532286685
2023-12-13,4.414953339988541,1.4573578149193902
2023-12-14,4.440398053597451,1.4657570095134664
2023-12-15,4.473744337343985,1.4767644796890531
2023-12-18,4.5060099462319165,1.4874152235689604
2023-12-19,4.5060099462319165,1.4915358552561622
2023-12-20,4.587530232602397,1.5185199124382818
2023-12-21,4.609836137941684,1.525903397604647
2023-12-22,4.609836137941684,1.5221164862135386
2023-12-26,4.677360441702102,1.4998207141083475
2023-12-27,4.768235491614689,1.4706811419172998
2023-12-28,4.854073261774336,1.4442059415921424
2023-12-29,4.860474393455908,1.44230144779716
2024-01-02,4.846465393736431,1.4464584906991442
2024-01-03,4.846465393736431,1.4706358096663157
2024-01-04,4.941106665648127,1.4993542327310065
2024-01-05,5.032191990814061,1.526993621448657
2024-01-08,5.029614442708681,1.5277757655963917
2024-01-09,5.047897262047217,1.5222222487949828
2024-01-10,5.050546292203905,1.5214234186221587
2024-01-11,4.987608000385067,1.5403829104397202
2024-01-12,4.918170922881901,1.5618279974490636
2024-01-16,4.816401592177523,1.5941461483364698
2024-01-17,4.68495507798969,1.637652685383779
2024-01-18,4.574007936430892,1.6764348895425827
2024-01-19,4.525657493359055,1.694155971538282
2024-01-22,4.4533466996718065,1.7212251351043915
2024-01-23,4.39808027350344,1.742585691167856
2024-01-24,4.418767256856517,1.7343891965741398
2024-01-25,4.4079059815695665,1.738652303776601
2024-01-26,4.34694686756105,1.762696987227256
2024-01-29,4.33382126357028,1.7680194499384345
2024-01-30,4.308073575990258,1.7785234392965268
2024-01-31,4.175238980198708,1.8333622060904409
2024-02-01,4.097183743678848,1.8676365365662866
2024-02-02,4.04099692877468,1.893248409245955
2024-02-05,3.9763860869028838,1.9235192497711697
2024-02-06,3.977236915843023,1.9231076735789054
2024-02-07,3.9728098078535474,1.9252483067688493
2024-02-08,3.947516414057274,1.937505642491906
2024-02-09,3.964039657716651,1.9293957641622532
