,cumulative_strategy,cumulative_benchmark
2024-11-11,0.7879330507763829,1.5110017953547248
2024-11-12,0.7877500708766871,1.5113526918638656
2024-11-13,0.7925157498901224,1.502209408896593
2024-11-14,0.8029797235508405,1.4823750022116073
2024-11-15,0.7998337980313884,1.4881826723333798
2024-11-18,0.7966635889242136,1.4940812105954324
2024-11-19,0.7966461014715119,1.4941140069662797
2024-11-20,0.792391643605149,1.5020932653577275
2024-11-21,0.7896436617979132,1.5073024633588503
2024-11-22,0.7872585586687436,1.511855240764518
2024-11-25,0.7827538607498958,1.5205060849905723
2024-11-26,0.7857292944836762,1.5147262794545573
2024-11-27,0.7813230931479337,1.5232205395040097
2024-11-29,0.7794100575682463,1.526950078683559
2024-12-02,0.7790581935879134,1.5276394189444888
2024-12-03,0.7743437868711902,1.536883803506103
2024-12-04,0.7757916360107426,1.5340101756288917
2024-12-05,0.7738556837919274,1.5378382272156104
2024-12-06,0.7786104186619993,1.5283894201620234
2024-12-09,0.7809181290899347,1.5238594522623963
2024-12-10,0.7745413187265996,1.5363029625171494
2024-12-11,0.7787347028749051,1.52798538366854
2024-12-12,0.7787553133652595,1.5279449430308034
2024-12-13,0.7757965459965125,1.5337501472600312
2024-12-16,0.7787942199447292,1.5278237444122214
2024-12-17,0.8017630782130759,1.4827638734659403
2024-12-18,0.8024566933336934,1.481481116164078
2024-12-19,0.793734692214659,1.497583517776969
2024-12-20,0.7879505304510284,1.5084968184129783
2024-12-23,0.7792493824380992,1.5251547856162377
2024-12-24,0.7795654917969395,1.5245360931767198
2024-12-26,0.7881841621478763,1.5076812244537494
2024-12-27,0.7966193056633835,1.491546026470011
2024-12-30,0.8000326603788968,1.48515504946674
2024-12-31,0.8018118423248547,1.4818522329920873
2025-01-02,0.7917121989333222,1.5005176833161582
2025-01-03,0.7873276610809284,1.5088276178978786
2025-01-06,0.7960700788392447,1.4920737274746223
2025-01-07,0.7948279227790372,1.4944018999208992
2025-01-08,0.8070775276096391,1.471370710140692
2025-01-10,0.8058060220900469,1.473688772427535
2025-01-13,0.8048823429151463,1.4753780321154257
2025-01-14,0.7901426997597919,1.5023963235514983
2025-01-15,0.7918120259167829,1.49922222666769
2025-01-16,0.783900985273205,1.5142010443424927
2025-01-17,0.7770275634060394,1.5274779029827985
2025-01-21,0.7722582136606942,1.5368534730278016
2025-01-22,0.7681548302838087,1.5450195227795263
2025-01-23,0.7703480139660543,1.5406082876059364
2025-01-24,0.7815802393406731,1.5181451161734494
2025-01-27,0.7743757347297563,1.5321391796604422
2025-01-28,0.7779989580718791,1.5249704601485063
2025-01-29,0.7738946911611493,1.5330153112816487
2025-01-30,0.7778004028194007,1.5252784501273655
2025-01-31,0.7837183731634252,1.5136732200432543
2025-02-03,0.7780561005303543,1.524609330185304
2025-02-04,0.775014933711712,1.5305685294039615
2025-02-05,0.772190547778776,1.5361463783405487
2025-02-06,0.7794991537958086,1.5216071060118763
2025-02-07,0.7742667336995589,1.5318209562275218
2025-02-10,0.7740038060428084,1.5323411362598707
2025-02-11,0.7761120892468962,1.5281672432437283
2025-02-12,0.7680201178848134,1.5441003613334114
2025-02-13,0.7680753721763264,1.5439892728742632
2025-02-14,0.7661974372810297,1.5477643077712664
2025-02-18,0.7643762094259797,1.5514432961536453
2025-02-19,0.7676891573854544,1.5447190537729298
2025-02-20,0.780789102435264,1.5183597721194846
2025-02-21,0.7846689266427416,1.5108148806998227
2025-02-24,0.7883409660771621,1.5037446735950561
2025-02-25,0.78823373256482,1.5039492193816564
2025-02-26,0.8007387089081773,1.480089736295614
2025-02-27,0.7880436816023129,1.5035552930476073
2025-02-28,0.8019106809560841,1.47709762228162
2025-03-03,0.8117219190880341,1.4590255889984818
2025-03-04,0.802663688620939,1.475307260999388
2025-03-05,0.8169663585759496,1.4490187504619816
2025-03-06,0.812456199552549,1.4570182291722977
2025-03-07,0.8343706548047392,1.4177179434431635
2025-03-10,0.8406850595503096,1.4069888449802592
2025-03-11,0.8365767410126583,1.4138646164578599
2025-03-12,0.8481976153098709,1.3942246454000404
2025-03-13,0.8481976153098709,1.4238740441815323
2025-03-14,0.842755468534409,1.433009806176543
2025-03-17,0.8337771629381732,1.4177432188417494
2025-03-18,0.8247736239395737,1.4330527127068247
2025-03-19,0.8265756661827294,1.429921645647925
2025-03-20,0.8258940277098549,1.431100835462901
2025-03-21,0.8113203015757829,1.4563540410153268
2025-03-24,0.8100430128827579,1.4586468279035845
2025-03-25,0.8190806100620196,1.4423728001695677
2025-03-26,0.8217892939629174,1.4376029009253206
2025-03-27,0.8380091306336177,1.4092286151788018
2025-03-28,0.833367798987199,1.4170336582619516
2025-03-31,0.8302166391178564,1.4223917961727872
2025-04-01,0.8246307799135806,1.4319619251395839
2025-04-02,0.8645393087955677,1.36266122082519
2025-04-03,0.9161951913018012,1.2812427506612254
2025-04-04,0.9183312751877406,1.2782555684323214
2025-04-07,0.932749557930743,1.258186285482433
2025-04-08,0.8439948217374966,1.3779075878411158
2025-04-09,0.8147862037751188,1.3302215413345053
2025-04-10,0.8295273933428573,1.3542880360996932
2025-04-11,0.8361177499033134,1.3650474650409
2025-04-14,0.8375623781737161,1.3626889621163205
2025-04-15,0.8563307871351842,1.332153321554188
